https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/wonderland/,Med 350 millioner kroner i omsetning er Wonderland en av de største sengeprodusentene i Norge. Nå vil selskapet på Åndalsnes øke eksporten til Europa.,"En høyteknologisk robotlinje sørger for at skumgummi, fjærer og andre komponenter plasseres riktig og blir til en «liggeflate» i andre enden. For femti år siden ble den første skummadrassen laget, og nå produserer Wonderland over 90 000 madrasser i året i fabrikkanlegget på Åndalsnes.
","
- I robotlinja har vi mulighet til å produsere to-tre ganger flere madrasser om markedet skulle ønske det. Vi tenker at en vekst skal skje på eksport, der Norden og deler av EU vil være vår prioritet, sier administrerende direktør i Wonderland, Lars Stenerud.
Sengeprodusenten kan se tilbake på fem tiår med skiftende eierskap, krevende markeder og hard konkurranse. Wonderland har klart seg godt og vil nå vokse videre. De eksporterer noe til Norden allerede, men har et mål om å øke eksporten til Europa. Ved å delta i Innovasjon Norges program for eksportutvikling, Global Gateways, får de tett oppfølging gjennom hele eksportprosessen. Vi bidrar med kompetanse, rådgivning og nettverk for å sikre raskere tilgang til nye markeder.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/c-food-norway/,Bedre utnyttelse av fiskefangst la grunnlaget for C Food Norway. Nå bistår Innovasjon Norge bedriften med å utvikle en bærekraftig forretningsmodell for bruk av fiskehoder.   ,"Norge er en stor og viktig sjømatnasjon, men vi har potensial for å bli både mer bærekraftig og skape større verdier av det vi fangster. Målet er at alt vi fangster skal utnyttes, og ikke noe av fangsten skal gå til spille.
Drahjelp ut i verden
","
C Food Norway har jobbet mye med å utnytte rester av hvitfisk til mat og helsekostprodukter siden etableringen i 2013. Ålesund-bedriften har kommet langt med å utnytte fiskerygger og svømmeblærer, og er i gang med å utvikle bærekraftige og lønnsomme verdikjeder for fiskehoder. I mange land blir nettopp hodet betraktet som den beste delen av fisken.
- For å lykkes med nye sjømatprodukter i et globalt marked, trenger vi å lære andre lands kulturer og matvaner. Innovasjon Norges utekontor er viktige samarbeidspartnere for å øke bedriftenes markedskunnskap og kulturforståelse. Utekontorene gir nødvendig drahjelp for å introdusere produktene i mulige markeder, forteller Claus Opshaug, daglig leder i C Food Norway.
Stort potensial i Asia
I prosjektet kalt «Fishhead» skal bedriften utvikle et nytt grønt forretningskonsept i tett og langsiktig samarbeid med leverandører, utstyrsprodusenter og kunder. Planen er å produsere både tørkede, fryste, salta og hermetiserte hvitfiskhoder til bruk i måltider.
- Dette er et interessant og et viktig prosjekt med stort potensial, spesielt i Asia. C Food Norway er en foregangsbedrift for bransjen, sier Kari-Anne Lade Gjørvad, kunderådgiver for Innovasjon Norge Møre og Romsdal.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/exotek/,"Ønsket om at mennesker med funksjonsnedsettelser også kan ta seg frem i naturen, dannet grunnlaget for Exotek. Den første helelektriske, terrenggående firhjulingen er snart i salg.","Etter en sykkelulykke i 2015 mistet Sigurd Groven følelsen fra brystet og ned, men ønsket om å være aktiv og å være med familien ut i naturen var fortsatt stort. Sigurd hadde prøvd forskjellige kjøretøy, blant annet en franskprodusert firhjuling, men ingenting som var godt nok til det behovet han hadde.
Da Mattias Storvestre og kjæresten, som sitter i rullestol, ble foreldre for første gang i 2016 merket de etter hvert hvor vanskelig det var for familien å være ute sammen i skog og mark, med rullestolen. Mattias, som har bakgrunn som flymekaniker, utviklet derfor en helelektrisk firhjuling til samboeren sin, basert på en franskproduserte ramme.
Utviklet for eget behov
Litt senere møttes Mattias og Sigurd på en aktivitetscamp for ryggmargsskadde. Sigurd hadde den samme franskproduserte firhjulingen, og spurte om Mattias ville bygge om den også. Mattias bygde om flere modeller før han til slutt utviklet en helt egen ramme for å få best mulig fremkommelighet og komfort. Resultatet ble Exoquad.
– Den nye firhjulingen åpnet opp en helt ny verden for meg, sier Sigurd.
Mennene konkluderte med at her er det et hull i markedet og startet opp Exotek i 2020.
","
– Vi ønsker at flest mulig får tilgang til «Exoquad», men siden den er såpass kostbar vil vi se på ulike løsninger som utleie og salg til stiftelser, aktivitetsparker og organisasjoner, i tillegg til å selge til privatkunder, forteller Sigurd.
Finansieringsrådgiver Mari Dorte Jønland Michaelsen for Innovasjon Norge Møre og Romsdal, har hatt dialog med selskapet hele veien.
- Teamet i Exotek har demonstrert meget god gjennomføringsevne siden starten, og de er genuint opptatt av å levere på kundenes behov. De har planlagt grundig og benyttet relevante tjenester for hver utviklingsfase. Vi ser nå en spennende vekst, med etablering av produksjon for å møte etterspørselen, forteller hun.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/miljo-norge/,"De fleste brannslukningsapparater i Norge kastes etter bruk eller når de er utdatert. Dette vil det Lier-baserte selskapet Miljø Norge gjøre noe med. Deres løsning kan skape arbeidsplasser og bidra til stor reduksjon av CO2-utslipp, og de har nå fått miljøteknologitilskudd på 26 millioner kroner fra Innovasjon Norge.","- Dette tilskuddet vil sørge for at færre brannslukkere kastes, og miljøeffekten av dette er enorm. Vi er veldig glade for dette tilskuddet fra Innovasjon Norge, sier Nils Aulie, administrerende direktør i Miljø Norge.
Stort miljøproblem
I Norge estimeres det å være over ti millioner brannslukkere. Årlig må omtrent en million av disse på service eller erstattes. Ved å gjenbruke brannslukkere i Norge vil selskapet redusere behovet for import og dermed redusere det totale CO2-uslippet kraftig. Det blir mindre transport og mindre uttak av råvarer. Det kreves hele fire kilo stål for å produsere en ny brannslukker i dag.
- Resertifisering av brannslukkere er et godt eksempel på hvordan sirkulære løsninger kan ta ned ressursforbruket, forteller spesialrådgiver for Innovasjon Norge i Oslo og Viken, Ann-Mari Skinne.
- Etablering av en automatisert produksjonslinje for resertifisering av slukkere er nytt. Overgangen til en sirkulær forretningsmodell krever innovasjon i mange ledd, sier hun.
 
","
 
Sirkulær forretningsmodell
Selskapet har designet en sirkulær forretningsmodell, der utdaterte brannslukkere tas inn for service og returneres tilbake til kunden - like god som ny. Service på brannslukkere foregår ved at apparatet tømmes, inspiseres, refylles og trykksettes på nytt.
Gjennom automasjon og digitalisering har selskapet utviklet en produksjonslinje som sikrer både stabil høy kvalitet og et høyt produksjonsvolum. Miljøbesparelsene ved en gjenbrukt brannslukker er 38 kg CO2. Over tid forventes det å skape opp til seksti nye arbeidsplasser ved anlegget i Lier.
Ved å samarbeide med flere aktører i verdikjeden som avfallsmottakere, detaljhandel, byggevarekjeder, brannforebyggende aktører, distributører med flere, ønsker selskapet å forenkle retur- og anskaffelsesprosessen for kundene.
Markedspotensialet inn mot næring, offentlige bygg, infrastruktur og eiendomsutvikling er stort, og selskapet har en klar målsetning om å løse dagens utfordringer og tilby sirkulære alternativer.
- Vi er i dialog med en rekke store aktører, som kan sette ny standard i sin bransje. Responsen hittil har vært entydig positiv, og vi får bekreftelse på at dette er en etterlengtet løsning, sier Aulie.
Tilskudd til miljøteknologi
Tilskuddet på 26 millioner de nå har fått fra Innovasjon Norge skal gå til investeringer i produksjonslinjen, og å sette i gang nye arbeidsprosesser i bedriftens lokaler i Lier utenfor Drammen.
- Innovasjon Norge har bevilget penger til prosjektet for å ta ned risikoen for selskapet og styrke gjennomføringsevnen. Vi er flinke på innsamling i Norge, men vi trenger flere gode eksempler på løsninger høyt opp i avfallshierarkiet, sier spesialrådgiver Skinne.
- Vi skal gjøre det enkelt for kunden å ta bærekraftige valg når de bytter ut eller handler ny brannslukker. Gjennom tilskuddet fra Innovasjon Norge får vi bygd en produksjonslinje som vil sørge for at andelen gjenbrukte brannslukkere øker betraktelig, forteller Aulie.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/oceangrid/,"Ein mangeårig fascinasjon for vind og bølgjekrefter var utløysande for etableringa av Oceangrid. Dei utviklar ein ny metode for havbotninstallasjonar av flytande havvindplattformar. Med på laget har dei fått tre solide investorar, og Innovasjon Norge får delar av æra for dette.","99 prosent av dagens havvindparkar er botnfaste og ligg relativt nær land, kor det ikkje er så djupt. Lenger ute i havet ligg det eit stort potensial i vindkraft, men jo djupare havet er, desto dyrare vert havvindparkane. Det er her løysinga til Oceangrid kjem inn i biletet.
-  Vår plattform er designa for å være optimal der havdjupna er 50-300 meter, seier gründer Bjarte Nordvik.
Samanstilling til havs
Nordvik meiner at dei har teke det beste frå fleire kjente teknologiar og sett dei saman på ein måte som vil effektivisere prosessane for korleis ein samanstillar og installerer plattformar for flytande havvind.
-  Vårt konsept går ut på at plattforma i hovudsak skal settast saman av to modular, der vi kan gjere samanstillinga flytande utan at modular på fleire 1000 tonn vert løfta på land. Slik kan samanstilling av ein havvindplattform gjennomførast i løpet av eit par veker, i staden for tre til fire månader som er dagens situasjon, fortel Nordvik.
Gjennom designet av plattforma med tilhøyrande forankring og el-kabel, er det vidare lagt stor vekt på at installasjonane skal sette minst mogleg avtrykk i havet og på havbotnen elles. Dette for å sikre best mogleg sameksistens mellom havvindsutbyggingar, marint liv og annan type havbruksnæring innanfor same havområde.
Inspirasjon frå ubåtmiljøet
Gründeren er utdanna mariningeniør gjennom sjøkrigsskulen og har tenestegjort på ubåt i ei årrekke.
- Eg har meir eller mindre vakse opp i «bølgjesonen», som har bidrege til stor interesse og respekt for dette som fagfelt.
Det er ingen tvil om at prosjektet er kapitalkrevjande med eit langt utviklingsløp, og til no har det handla om å rigge prosjektet og å starte på verifiseringa av teknologien. Oceangrid har motteke både tilskot til marknadsavklaring og tilskot til miljøteknologi frå Innovasjon Norge.
- Eg trur ikkje vi hadde vore der vi er i dag utan støtte frå Innovasjon Norge i tidleg fase. Vi brukte marknadsavklaringstilskotet på å avklare teknologien og markanden, og videre danne eit realistisk bilde av korleis framtidas flytande havvindsprosjekt vil bli gjennomført frå designfase til montering, installasjon, drift og avvikling.
Gjennom støtta frå miljøteknologiordninga er målet no å ta løysinga til TRL-nivå 4-5, seier Nordvik.
 
","
 
Store ambisjonar
I tillegg til det finansielle bidraget frå Innovasjon Norge, peikar Nordvik også på viktigheita av sparring i tidleg fase.
- Rådgjevaren har vore ein god støttespelar for oss, med korrekte og ærlege tilbakemeldingar. Han har mellom anna bidrege til å guide oss i riktig retning.
Gründeren meiner også at støtta frå Innovasjon Norge har vore viktig i prosessen med å hente inn investorar og samarbeidspartnarar. Og det er ikkje kven som helst dei har fått med seg.
- Når ein snakkar med investorar, så er det eit kvalitetsstempel å vise til at ein har motteke støtte frå Innovasjon Norge. Vi har fått med oss fire solide investorar; Valinor, Mosvold Kapital, Zukunftige Werte og Fjord Base Holding. Med dette har vi med oss eit energiselskap som kan industrien, vi har dei som skal bygge og stå for logistikk, og så har vi ein finansiell investor.
Dersom Oceangrid lukkast med å få verifisert konseptet i miljøteknologi-prosjektet, er neste mål å søke om EU-finansiering til å bygge pilot.
Ein draumekunde
Finansieringsrådgjevar Kjell Haganes ved Innovasjon Norges Vestland-kontor er ikkje i tvil om at det er mogleg for Oceangrid å nå målsetnadane.
- Det er dyrt å bygge ut havvind, spesielt flytande. Dette prosjektet har potensialet til å redusere kostnad per produsert kilowatt betydeleg. Her snakkar vi om et sterkt team, som har fått med seg gode samarbeidspartnarar, og som er audmjuke og lyttar til dei råda dei får undervegs.
Haganes peikar vidare på at løysingar innanfor havvind er noko som vert etterspurt av norske myndigheiter, og at Oceangrid sitt prosjekt er veldig relevant i denne samanheng.
- For Innovasjon Norge er dette ein draumekunde, seier Haganes.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/appsens/,Appsens har utviklet en sensor som kan bidra til å avdekke hjerteflimmer. Løsningen er på vei ut i Europa.,"Lillesand-bedriften så det var få metoder for å finne ut av om en person har atrieflimmer, som er en av de vanligste forstyrrelsene av hjerterytmen. Derfor utviklet de et produkt som består av en trådløs EKG-måler - en såkalt smart-hjertesensor.
Sensoren fanger opp elektriske signaler fra hjertet og sender dem videre til en app på mobiltelefonen via bluetooth. Dataene lastes opp i skyen og er tilgjengelige for fastlege og hjertespesialist, dersom testen påviser hjerteflimmer.
Samarbeid med fagmiljø
Innovasjon Norge har fulgt selskapet tett siden det etablerte seg i 2017. Appsens har fått etablerertilskudd i oppstartfasen, og ytterligere tilskudd og lån for å utvikle produktet.
","
Utviklingen av teknologien, og uttesting av sensoren har skjedd i tett samarbeid mellom miljøene ved Universitetet i Agder og hjerteavdelingen ved Sørlandet sykehus. De aller fleste underleverandørene er også lokalisert i Agder-regionen.
Det siste prosjektet Innovasjon Norge var med på med Appsens var i samarbeid med Sørlandet sykehus. Det gikk ut på å utvikle en ny programvareplattform for hjertesensoren med en tilhørende app. Løsningen skulle koordinere og følge opp trådløse EKG-tester fra pasienter som testes for hjerterytmeforstyrrelser. Prosjektet ble vellykket og nå kan sykehus administrere EKG-testene uten at pasienten møter opp fysisk på sykehuset.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/beefutures-holding/,"Ved hjelp av bioteknologi, digital teknologi og kunstig intelligens lager gründerselskapet Beefutures Holding bikuber for framtiden.","Biedød har blitt et utbredt problem verden over. Nå er biegründer Christopher Brod og resten av Beefutures Holding i gang med å lage en smartere bikube som skal ta vare på biene og stenge potensielle farer ute. - Jeg har jobbet med bier i mange år, og hadde først behov for å fjernstyre kubene mine i Frankrike mens jeg satt i Norge, sier Brod som er utdannet ingeniør og kommer fra en familie med lang birøkterhistorikk.
Støtte fra Innovasjon Norge
Bedriften har mottatt rundt 4,7 millioner kroner i støtte fra Innovasjon Norge til oppstart og testing av utstyr. Brod sier de er glade for støtten.
– Pengene har definitivt hjulpet oss med å komme i gang. Samarbeidet med Innovasjon Norge har vært veldig bra, og vi har fått god hjelp av flere rådgivere, sier gründeren.
Hans Marius Brandstorp er finansieringsrådgiver i Innovasjon Norge og svært begeistret for selskapet.
– Det er et spennende selskap som kan utgjøre en stor forskjell med tanke på bieutfordringene. Insektene er utrolig viktige i et mat- og landbruksperspektiv. En av hovedgrunnene til at vi velger å støtte dem, er at de scorer høyt på FNs bærekraftsmål og internasjonal innovasjonshøyde. Jeg håper de lykkes, sier Brandstorp.
 
","
 
Hjelper biene med innovative kuber
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/oso-hotwater/,"OSO Hotwater er en ledende produsent i Europa av miljøvennlige varmtvannsberedere, og datterselskapet satser for fullt på energistyring. Den smarte teknologien til OSO Energy har globalt potensial.","I over 90 år har familiebedriften OSO Hotwater produsert varmtvannsberedere. Fra fabrikken på Hokksund forsyner selskapet Norge og andre land med beredere som er energibesparende og har lang levetid. 65 prosent av omsetningen kommer fra eksport.
","
I 2020 bestemte datterselskapet OSO Energy seg for å rendyrke satsingen på energistyring. De smarte styringsenhetene gir lavere strømutgifter og reduserte karbonutslipp.
Regiondirektør i Innovasjon Norge Oslo Viken, Kristin Willoch Haugen, er svært imponert over utviklingen og omstillingen i familiebedriften. OSO satser på robotisert produksjon, og bidrar betydelig til det grønne skiftet og norsk eksport.
- Gjennom det de selv kaller sine «blå batterier», som viser til energilagringseffekten i de smarte varmtvannsberederne, vil Norge virkelig ta et stort skritt i riktig retning når det gjelder energioptimalisering, sier hun.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/gronn-gjodsel/,"Grønn Gjødsel bruker restavfall fra fjørfeproduksjonen og fiskeslam til å lage naturgjødsel. Bedriften ekspanderer internasjonalt, men møter også utfordringer i nye markeder. I Kina ble de nesten lurt, men fikk hjelp fra Innovasjon Norges kontor i Beijing.","Ekteparet Lars Riiser Evju og Janet Narvestad Evju etablerte Grønn Gjødsel i 2010. Det startet med pelletert organisk gjødsel for å utnytte alle råvarene fra fjørfeproduksjonen. Siden da har de utviklet produkter og porteføljen, og fortsatt arbeidet med å gjøre et miljøproblem til en viktig ressurs. Østfold-bedriften har blitt en viktig premissgiver for utviklingen av økologisk landbruk i Norge.
","
Hønsegjødselen blir pelletert i eget fabrikklokale i Rakkestad, og de leverer til kunder over hele landet - innenfor både økologisk og konvensjonelt landbruk, frukt og bær, veksthus, golfbaner, gartnere og andre. Bedriften har en velfungerende produksjon og distribusjon inn mot kjernemarkedene i Norge, men ser også mot Sverige, Danmark og Irland.
Nesten lurt i Kina
- Da vi forsøkte å komme inn på det kinesiske markedet fikk vi uvurderlig hjelp av Innovasjon Norges Beijing-kontor. Vi har ingen erfaring med det markedet og hvilke handelstekniske regler som gjelder. Vi ble nesten lurt av et firma som ville kjøpe rettigheter til produktene våre, forteller Lars Riiser Evju, daglig leder i Grønn Gjødsel.
 
"
https://www.innovasjonnorge.no/no/tjenester/kundehistorier/2022/gudbrandsdalens-uldvarefabrik/,Gudbrandsdalens Uldvarefabrik er en av Europas ledende leverandører av møbelstoffer. Nå skal de styrke sin posisjon internasjonalt og får hjelp av Innovasjon Norge.,"I motsetning til mange andre norske tekstilprodusenter har Gudbrandsdalens Uldvarefabrik valgt å holde produksjonen innenlands. Hele produksjonsprosessen fra nyklippet ull til ferdigstilte tekstilprodukter er samlet under ett tak i Lillehammer. Det gir de ansatte mye kunnskap og god kontroll på prosessen, og muligheter for kundetilpasninger. 
Unik familiebedrift
Gudbrandsdalens Uldvarefabrik ble grunnlagt i 1887 og er familieeid i fjerde generasjon. Gjennom en årrekke har tekstilprodusenten bygget kompetanse, og bidratt til å fremme norsk design nasjonalt og internasjonalt. 
Bedriften har vunnet «Merket for god design» hele 20 ganger og blitt kåret til «Årets produsent» av Bo Bedre. Sistnevnte pris gis til en norsk bedrift som bruker design som et strategisk virkemiddel for å bygge sin profil og forretningsvirksomhet.
","
- Stabil produksjon, konsekvent kvalitet og høy kompetanse tror vi er suksessfaktorer. I tillegg har vi en unik produksjonslinje og ikke minst er ull en unik råvare, sier Karen Lauvålien, salgs- og markedssjef i Gudbrandsdalens Uldvarefabrik.
Vil eksportere mer
- Å ha god markedsinnsikt og arbeide aktivt med innovasjon og utvikling er viktig for oss. Samtidig har vi i alle år vært tro mot kjernevirksomheten vår, og ikke avveket fra de strenge kvalitetskravene vi har. Det har vært avgjørende for oss for å lykkes både nasjonalt og internasjonalt, forteller Lauvålien.
 
"
